4	Is there a reason why we should travel alone?	What is your New Years Resolution?	Which liquid roof sealant is the best cost or value for a rolled shingle flat roof that is easy to apply?	What is your opinion on PM Narendra Modi's decision to ban INR 500 and INR 1000 notes?	Can I pass a urine test for meth in 56 hrs?	What are some reasons to travel alone?
3	I am 25 year old guy and never had a girlfriend. Is this weird?	What book should you read before you die?	What is it like to live in Denmark?	I had sex like 4 days ago and we didn't use a condom. I'm scared he didn't pull out fast enough. Could I be pregnant?	I am 25 years old. I have never had a girlfriend. Is something wrong with me?	How can someone overcome servere social anxiety?
0	"What does a good answer on Quora look like? What does it mean to ""be helpful""?"	How do you write a good answer on Quora?	What is a good solar panel installation provider near Lemon Cove, California CA?	Is Dry orgasm for a male teen normal?	How do you make the perfect Hungarian Goulash?	What does it mean when a guy turns around to look at you? Is he interested or checking me out?
2	What are the best things to do in Hong Kong?	Why are fighter aircraft still used if antiaircraft missiles are so effective?	Why were my last few questions I asked marked as needing improvement?	What is the best thing in Hong Kong?	Why do masturbation causes hair fall in 90% men but not for women?	What is the most irritating thing on Quora?
3	Which is the best gaming laptop under 40k?	How can I know it my long distance boyfriend is cheating on me or not?	Which quads/ATV are street-legal in the US?	What are some of the ways you can calculate a discount percentage?	Which is the best gaming laptop under 40,000 rs?	How can you teach the importance of why we must recycle?
1	What was the deadliest battle in history?	How useful has Khan Academy been to you?	What was the bloodiest battle in history?	What should you do if you think you love someone other than your husband?	Is Bizbilla.com the best source of information for suppliers?	are aliens real or are they fake ?
3	What are your views about demonetisation in India?	What is the reason many engineering students can't get job?	If you could change one feature of yourself, what would it be?	When is the new MacBook Pro rumored to release?	What do you think about the ban on 500 and 1000 denomination notes in India?	How can I lose weight in 21 days?
1	Is it a bad time to buy a condo or a house in the Bay Area in 2017?	What's the difference between cd and DVD?	Would 2017 be a good time to buy a house in Bay Area?	What the purpose of life on earth?	How can I hitchhike through Europe?	What can I do to improve my chances of getting into an Ivy League school?
3	What is the Sahara, and how do the average temperatures there compare to the ones in the Patagonian Desert?	What nonprofits are leading the way in a nonviolent consumer revolution?	Which franchise I can get in Rs 25000?	How can one wake up early in the morning?	What is the Sahara, and how do the average temperatures there compare to the ones in the Registan Desert?	What is more effective in terms of losing weight.. trade mil or running in the ground?
2	What books should I read as an aspiring entrepreneur?	What are haploid and diploid cells?	How many of you read on wattpad?	What are the top books an aspiring teen entrepreneur should read?	Is experience certificate a mandatory valid proof of work-ex for admission into IIMs during GD/PI or later?	How can I know for sure that I am an introvert?
2	If universe is expanding without a limit and dark and vacuum energy are created as it expands…?	Where do cottonmouth snakes typically hibernate?	What are Sodexo coupons? Why does a company give Sodexo coupons to its employees? What's the business model of Sudexo?	If universe can expand without limit and it creates dark/vacuum/gravitational energy with it,then is the potential energy infinite?	Is a Masters in management (MiM) Worth doing from USA? If Yes, Please Enlighten About Its Pros & Cons. (For A B.Com Pass out Student specifically).	Could the arrow of time associated with the Big Bang actually be the time associated with the outflow of a universal black hole?
3	What people who you've never met have influenced your life the most?	I love my best friend but she said she don't have feelings for me.I really love her and I dont want anyone else in my lyf. What should I do now?	When do you know when it's time to break up with someone?	What things do we need to improve in our philippine national police?	Who are people you have never met who have had the greatest influence on your life?	What is the Samsung Galaxy S4 Zoom?
0	Are vacuum fluctuations occuring because the energy in vacuum? Are these virtual particles?	Do virtual particles and energy in vacuum really exist? Can we observe them? Where? When?	If humans evolved from monkeys then why are monkeys still around?	What does F.O.A.M. stand for?	What is the difference between a synchronous machine and an induction machine?	What are some of the best luxury resorts in Jaipur?
4	I'm going to be US President one day. What should I start doing now to achieve this?	What does it feel like to have low self esteem?	What is wrong with Indian education system? How can we improve it?	What is an intuitive explanation of upper hemicontinuity and lower hemicontinuity?	Who is currently the most famous person alive? Who is in the top 10?	I'm 16 and I want to become the US president someday. What should I start doing?
2	Why MS Dhoni leave captaincy of ODI & T-20?	What is the effect of demonetization on bank loan interest rates?	Labrador Retrievers: Can a 3 month old puppy handle being alone at home for 8 hours (3 days a week)?	Why does M.S Dhoni left captaincy for ODI and T20?	What is the scope of an electronics and communications engineer in India?	What is the best time to start CAT preparation?
0	are aliens real or are they fake ?	Do aliens exists?	Social History: When did Americans start giving birthday gifts?	Where can I get very reliable furniture removal services in Central Coast?	Can women reach an orgasm from anal sex?	Why do some people use Quora when a dictionary or Google could be used instead?
4	Where can I buy special flavor cupcake at Gold Coast?	What are the best interview questions that are tricky and require presence of mind to answer them?	Where are the best places to earn certifications in marketing online?	How is life in Gurgaon?	Is there a way to check if an email address has been made recently?	Where can I found different flavours for cupcakes at Gold Coast?
3	Does marijuana cause cancer?	Has any Quora user been physically present at a lecture given by Prof. Herb Gross at MIT?	Do you have to be a resident to open up a bank account in Denmark?	What is sovereign Immunity, and why do we have it?	How can smoking marijuana give you lung cancer?	What are the books that one should must read?
1	What are the procedures for becoming an actuary?	What is funniest joke you've ever heard?	What is the procedure of becoming an actuary?	Is there corruption in Red Cross?	How Natalie Portman helps empower women’s in Kenya People?	How do I find my xfinity password?
0	What are the best tips for outlining/planning a novel?	How do I best outline my novel?	How can I lose weight loss?	If you use a condom and don't use birth control, will you get pregnant?	Who do you think will win the 2016 US presidential elections and whom do you want to win and why?	What should be my job as Social Media Manager?
1	What will happen if Donald Trump became the president of America?	What is the best way to get a government job?	What will happen now that President-elect Donald Trump has won the election?	What are the best places to visit in Kerala?	How can I make friend with foreign?	Why does a country need to win a medal at Olympics?
2	What is one of the biggest misconceptions people have about you?	How is tinnitus treated?	What are some things new employees should know going into their first day at Panhandle Oil & Gas?	What do you perceive to be the biggest misconception people have about you? Why do you think this misconception exists?	Why do people still believe in god in this day and age?	What is 1~888~633~5526 USA zoho support number for help?
3	Why didn't Ned Stark bring more men to the Tower of Joy?	How do I become more strategic?	If I theoretically reach the speed of light, does an observer see my clock as stopped? What if I theoretically surpass the speed of light?	How many times have safeties been scored in past Super Bowls?	Why did Ned Stark go to the Tower of Joy with so few men? Why not bring a small guard (say 20 more men) of loyal and discreet northerners?	Would a phone ringing bring someone out of REM sleep?
1	How can I introduce the surface area of cuboid by using real life situations?	Which is the best LG service center in kota for Led?	What are the applications of surface area in real life?	Should I confess to my crush or wait till right moment?	What is the purpose of the notes section in books?	What are the things which make every Indian proud?
3	How do you get better grades?	What's the worst game you ever played?	How can I find a job in Canada from India?	What do psychiatrists today really think of homosexuality in men?	How can I dramatically improve my grades?	What are some great business ideas that you wouldn't mind giving away for free?
2	What is operational research?	"If 110/70 is normal blood pressure, what is the normal range for the ""low number"" for a young female adult?"	What are the advantages of land pollution?	What is operations research?	What is the best question and answer you have ever seen in Quora?	How does Search Engine Optimization work?
1	What is your new year resolution, short term and long term goal for 2017?	How do I get more Facebook page like?	What will be your New Year's resolution for 2017?	What is the best thing about yourself, that has lead to your worst experiences in life?	What universities does Aaron's recruit new grads from? What majors are they looking for?	What career advice would you give to someone who wants to be a marketing analyst?
2	Is WIMPs incorrect? Will wave-particle duality ever be understood to be a particle and its associated wave in the strongly interacting dark matter?	Can she be the one?	How can I have the best sex?	Would Einstein and de Broglie have realized a strongly interacting dark matter is the medium for gravitational and wave-particle duality waves?	Why are vapor absorption refrigeration systems not used for domestic/small scale purposes?	What is the best martial art to use for self-defense and other practical situations? Why?
0	What will happen to the next Star Wars movies after Carrie Fisher's death?	What will Carrie Fisher's death mean for the next Star Wars movies?	How is tinnitus treated?	Should I change my major at UCLA?	What are P, NP, NP-complete, and NP-hard?	How can I get rid of black spots?
4	What is an analogy for a smooth ER?	How safe is the Oracle Arena?	Is consumption based GST good for Indian economy?	Hypothetical Scenarios: What will be the fate of our World and Universe in the future and how would it occur?	How ot use bootstrap framework in Java?	What is an analogy for smooth ER?
3	What is the market size of live chat support software?	Where can I find best quality photo booth service in Australia?	How will the banning of Rs. 500 and Rs. 1000 notes affect the economy?	What is the future of operating system?	What's the size of the live chat industry globally?	How long does a marijuana high last?
1	What is the best business to start in Bangalore?	How does tread on tyres affect traction? Why are slick tyres used in racing cars?	What is the best business in Bangalore to start up with?	How do I make a FaceTime call from my Mac?	Why do so many people dislike Nickelback?	What is the proper format of writing formal-informal letters (with resume), speeches, articles, and notices?
3	When and how did you become an atheist?	Are Uggs still in style?	Can new aircraft manufacturers like Mitsubishi innovate and create another Airbus/Boeing?	How can I earn money through YouTube?	When did you become an atheist?	What does an IDA pay scale basic pay of 9,760 rupees open ended +3% increment mean? What will be the gross salary from that basic pay?
4	Why does gst bill is important?	Does Diphenhydramine cause drowsiness? If so, why?	I love a girl and so does she. She is a Brahmin and I am not Brahmin. What should I explain to her parents?	How were New Horizons, Rosetta, Mars missions, and Juno aimed at their respective planets?	How do you write a U.S. number in international format?	What is the effect of GST bill on a common man?
1	Which aircraft was superior - the Douglas DC8 or the Boeing 707?	Is Diaspora launching or not?	Was the Douglas DC8 a superior aircraft to the Boeing 707?	Is sex important in love?	Which is the best book for learning Python 3 for absolute beginners?	What would decrease a material's thermal energy?
1	How can I expand my IQ?	What was your first kiss like? What happened?	What can I do to increase my IQ?	What do '...!' and '...?' mean?	What are the best ways to improve my writing skills in English?	What would have happened if Ned Stark was sent to Night’s Watch instead of being executed?
2	What does it mean when a girl take a day to reply to your text?	Does NSE certified NCFM adds value to one's CV?	Which is the best coaching institute for UGC-NET preparation in Delhi?	What does it mean when girls reply to a text a day after?	What do the Cobra Radar detector symbols mean?	What's dating in Seattle like? What is the dating culture in San Francisco like?
4	How can I stop myself from watching too much of porn?	What are the best cars for beginners?	How do I become a programmer in India?	What's your best memory in your childhood?	How was your day today? What have you been recently been thinking about?	How shall I stop watching porn?
4	What will be the effect of banning 500 and 1000 Rs notes on real estate sector in India? Can we expect sharp fall in prices in short/long term?	Could Europe have become a Muslim continent if it wasn't for crusades?	While using Law of Attraction, do we need to ask the universe only once or should we ask multiple times?	What are the ramifications of Modi's decision of the ban on ₹500 and ₹1000 notes?	How can you remove images from your mind that your young (20 year old) girlfriend has described vividly to you about her past sexual history, and get over them?	What will the real estate look like now after the 500 and 1000 scraping?
2	Is it worth it to pay for PhD from my pocket?	What is the difference between phase voltage and line voltage on a 3 phase transmission line?	What are the best ways to improve my writing skills in English?	Is it foolish to pay for your PhD out of your own pocket?	If someone takes a cellphone picture of me without my consent, how can I make sure that they've deleted it?	How do I get into Stanford with a poor GPA? C
0	What is the maximum file size that can be uploaded in Whatsapp?	What is the maximum file size on WhatsApp?	Is the crow the happiest bird?	What are the best books for Oracle?	How do I start an airport shuttle business?	What are the most historic moments in nephrology?
2	What are the best ways to learn to cook?	Why does gst bill is important?	Are women sexually attracted to testicles?	How do I learn to cook?	Why do people say Quora isn't a dating site when it has clearly brought couples together?	What is your review of TheSuggest.com?
1	Can a F1 student visa holder become a Uber driver in USA?	How is it like to touch huge boobs?	Can I drive for Uber with my H1-B work visa or F1 student visa in the US?	What is your new year resolution for 2017 or goal for 2017?	What happens if the next U.S. President resumes ban of Indian PM Modi’s entry to the U.S. due to his religional massacre when Modi was a CM?	What is the best programming language to learn first and why?
3	What was first word spoken by human?	How does one read optimize a SQL database?	How much money did Dick Cheney make from the wars in Iraq and Afghanistan?	What does a near death experience feel like?	What is the first word ever spoken?	Why does India perform so poorly at the Olympics?
4	Should I give my JEE Main exam offline or online?	What is greater than God, more evil than the devil; the poor have it, the rich need it, and if you eat it, you'll die?	What are the table manners in the military?	What should be my resolution for 2017?	Which members of Forbes 30 Under 30 have affiliations with UChicago?	Which mode is best for JEE MAIN 2017 online exam or offline?
1	How do men last longer in bed?	For how long can an infatuation last?	How do I last longer in sex?	What are the 5 top brilliant examples of strategy implementation?	What is ultimate purpose of life?	What can be a one stop book for UGC NET Paper 1?
1	Is literally infinite number of unique human DNAs possible?	What the purpose of life on earth?	What is the maximum number of genetically unique individuals that human genome allows?	What is dibasic acid?	Are love and sex two different things for men?	The USB debugging feature works only when my device is connected on PTP mode. It never works when my device is on MTP mode. What can be a solution to fix it?
4	What is motive of Mulayam Singh Yadav behind expelling Akhilesh Yadav from Samajwadi party?	What is Mild Steel and what are the various grades of mild steel in India?	How do I get to talk with a customer care executive of the ICICI bank?	Forgot my Facebook password and email password. How can I log into Facebook?	Will a DVD player play MP4 files?	Why did Mulayam Singh Yadav expel Akhilesh Yadav from the Samajwadi Party for 6 years?
4	What do you think of the decision by the Indian Government to demonetize 500 and 1000 rupee notes?	What makes a good engineering culture?	Is it necessary to go to gym to get good looking body?	Generated OTP multiple times over two days and have still not received the code. How do I get the Reliance Jio sim otherwise?	How do mountain ranges in Oklahoma differ from mountain ranges in Missouri?	Why is the government abruptly banning the 500 Rupees and the 1000 rupees currency notes in India?
0	Jim Morrison: What is so great about Jim Morrison?	What are some rare facts about Jim Morrison?	How do I make $1 million dollars in 30 days?	I cheated on a guy I was romantically involved with, what should I do?	What is the best method to bypass the K9 Web Protection? Is it possible to change its settings without a password?	Will Ilayathalapathy Vijay become chief minister of Tamil nadu in elections 2021?
2	Why do we need to philosophize?	What is the best white wine for cooking fish?	How do I score better on kaggle, which extra course should I take?	Why do we need to philosophize with others?	Why sex is important for life?	Why did Quora remove my question?
2	Does sperm count decreases due to masturbation?	What is the worst type of bullying?	How is Pokémon GO played?	Do sperm count decreases after masturbating?	What should I do when I often feel bored and aimless?	Is graphene a semiconductor?
2	Is there any way to recover e-mails that were deleted from a Gmail account?	How can I delete my own question from Quora?	I have offer letters from TCS and Directi. Which company should I join?	Is there anyway to retrieve my deleted emails from my Gmail account?	Should I buy a Honda jazz?	How do I focus on studies without getting distracted by my feelings for someone?
1	Is universal health care good? Why or why not?	What is white noise and how it is different with colored noise?	Should the U.S. implement a universal health care? Why or why not?	When you hide a Facebook post on your timeline, does your friend who posted it still see the post on your timeline? Or can they see that you hid the post?	What are the advantages of a dot matrix printer over a inkjet printer?	What are the facts about Martin Shkreli?
3	How do I find my own gmail accounts list?	What are the different levels of LinkedIn profile strength and how do you achieve them?	What are the major sociological perspectives?	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Northern Wars?	How can you find all of your Gmail accounts?	What is the best passive investment strategy?
3	Where can I get sparkling and well maintained cleaning service in Sydney?	What are complementary colours to orange?	Is Bangladesh a friendly country to Pakistan?	How can I make money easily online? I am a student in India studying Computer Science Engineering and I have little knowledge of coding?	Where can I get cleaning services in Sydney?	What are some good horror movies?
4	Can Fast and Furious 7 gross $1 billion worldwide?	Can there be an alternative to curb black money other than demonitization?	Why do many people not wash their genitals after peeing since urine is considered defiled?	Does spa relieves stress?	What are the uses for celery salt?	Will Furious 7 be the first movie in the franchise to gross a billion dollars?
3	Do cruise missiles really exist, or are they a hoax?	If Ernest Hemingway were alive what might his beliefs about the world be?	How do you say no without saying the actual word - no?	What are the top songs played at weddings and funerals?	Do cruise missiles exist?	MacBook Pro (product): What's better: Core i7 2.0 GHz or Core i5 2.6 GHz?
3	Which is the best book for learning language c++?	My iPhone 5S screen has cracked, but the phone works. I am in Mumbai. Where can I get the screen repaired?	Which metal is used in an electric heater coil?	What is Quasi saturation in power BJT?	What is a good book for learning the basics of C++ programming?	How do I break security code in Nokia 103?
0	How can I increase the traffic on my website without investing?	How to increase my website Traffic?	What are some mind-blowing Drivers accessories that exist that most people don't know about?	How do I log in my Facebook account if you forgot your password?	How do l see who viewed my videos on Instagram?	How can the Cost of Goods Sold be negative?
0	What will be Barack Obama's legacy?	Based on what we know now, what will Barack Obama's historical legacy be?	How do I improve my English with creative writing skills?	Why is Rupee hitting low after demonetisation?	What is the best book for practicing Gre verbal?	How much are 4 tons of gold worth?
3	Why do so many people hate Hilary Clinton?	Is it safe to travel/visit Pakistan?	Why don't electric field lines form closed loops?	What is the meaning of name Anirudh?	What are the reasons that people dislike Hillary Clinton?	How does black money impact a nation's economy?
3	What was the happiest day of your life?	Is it ok to keep friendship with other cast girl inspite of my parents oppose it.she is my neighbor.just frndship?	Why is boiled water considered to be the same as distilled water?	How do I stop expecting from others?	What’s the happiest day of your life? Why?	What is a substrate? What are some examples?
2	How do l see who viewed my videos on Instagram?	What is the large hydrogen collider?	Why is water considered a pure substance?	How can I see who viewed my video on Instagram but didn't like my video?	Why do the loco pilots and the station guards wave green flags against each other when the train is crossing a station?	How can I improve my relationship with my friend?
3	Why is that the sky is so blue?	How do I go from $0 to $1,000,000?	Eating fish with milk?	Does the Eiffel Tower grow?	Why is the sky is blue?	Is Pulsar RS 200 good for touring/hilly roads?
3	What does Quora mean?	How does it feel to be unemployed and dating?	For exMormons, what would be the top five reasons to return to the Mormon church?	How do I can treat the clinical chronic sinusitis?	Does Quora stand for QUestion OR Answer?	Which country is the friendliest?
2	How can I learn English well in a short time?	What is wrong with Rashtriya Swayamsevak Sangh (RSS)?	What does chronicity mean?	How can I learn English in a short time?	How did you learn another language?	What is the best part of the movie “Mirzya”?
4	What should I do to make life worth living?	What kind of people study economics?	What are best classified sites in Iceland?	How do I file income tax return in India?	What is the best Facebook-like plugin for WordPress?	What makes life worth living?
3	How can I specifically improve my English?	If you have visited the Mumbai Film Festival, share your experience. Also, can you suggest a place for staying in Mumbai for a week?	Radio app development in Android?	What are some books that you wish you had read earlier that have had an impact on your life? Why?	How do I learn spoken English?	What is autoCAD architecture?
2	How can I stop eating junk and processed food addiction and stay healthy?	How do I remember effectively whatever I study?	Microbiology: Do negative ions kill fungi, bacteria, viruses and dust mites? How effective are these  devices?	How do I stop my cravings for junk food?	What is the best SQL query tool for a Mac?	What is the relationship between variance and standard deviation?
2	What can I do to improve my English speaking?	What colors mixed together make red?	How is the word 'globalization' used in a sentence?	How can I improve in English?	Is it important to have love in life?	What are the best Uber areas on GTA?
3	How can we eradicate corruption?	What according to you, is the meaning of life?	Do very hot men ever feel attracted to an ugly woman? Why?	What are the good universities in europe for studying MA in finance?	How can people’s participation eradicate corruption?	If the superfluid dark matter is what ripples when Galaxy clusters collide why wouldn't it be what waves in a double slit experiment?
3	What are the movies one should see?	Is my voice deep if a voice recorder records it as deep?	What are the things that you dont like in Quora?	"In 'His Last Vow', what does Mycroft mean by saying ""East wind is coming Sherlock, it's coming to get you""?"	What are the greatest movies I have to see?	I miss my family. What do I do?
3	What is an accurate way to calculate your IQ?	Is there a word for some one who cares about both animals and humans?	Why don't all women wear stockings?	Green Screen: Why is a scene shot in green background for animation or adding special effects?	What's the most accurate way to test my IQ?	If you have to place a mobile tower at your plot or house, how would you do it?
1	Is our PM Modi doing the correct thing with 500 and 1000 Rs notes?	What about civil engineering?	What do you think about ban on Rs. 500 and Rs. 1000 currency notes?	What is the best way to control one's mind?	What is the good approach to implement rest API either to go with Http status codes or creating custom error field by always returning 200?	Is it more financially advantageous to pay down mortgage principal instead of saving or investing?
1	Is it possible to choose your dreams?	Do people think that Maria Sharapova's grunt is extremely sexy and arouses fantasies of extreme orgasms?	How can I manipulate my dreams?	Why did America chose Hiroshima and Nagasaki to drop its atom bomb? Why did the US take such a big decision to bomb these two places knowing about its disastrous consequences?	What is an alternative way to log in to Facebook?	What is Quickbooks tech support number in Arizona?
0	Why is the firm's marginal cost curve equal supply curve?	How can supply curve tell about marginal cost?	Why is the change an important Apache tribe symbol? What does it mean?	What will be the effect of banning 500 and 1000 notes on gold rate and real estate?	How do I get a online job a real online job?	What Is Digital Media?
3	How can I see someone's private instagram account?	What do atheist swear upon in courts?	How do I find love in life?	What effect will Trump have on climate change?	How do I view someones's private instagram pictures?	Does masturbating after gym affect anything?
2	What would happen if America became a communist country?	I have had two failed marriages. I've been alone for two years. How do I meet someone else? I'm scared.	Is kissing in public in India a criminal offence?	What would happen if the USA became a communist country?	What are the best places to work in?	How can I become an investment banker in India?
3	What song do you like to sing along to most?	What's is cost of milk sold by farmers in India?	Should I get a 18-140mm Nikkor lens or 55-200mm?	What should we do after MBA?	What is one song you can't help but sing along to when it comes on?	What is the best easiest way to commit suicide for a teenager?
3	I have a drug test at 3 next tuesday, its friday. I stopped smoking meth today. will I pass my urine test?	Fruit: Why do oranges go rotten at different times even though they were picked and stored in the same way at the same time?	Which are the producers in a food chain?	Should I continue to work life long or retire now at age 57?	I've been smoking meth for about a year. How long will it be before I can pass a blood test?	What are some mind blowing tools and gadgets that mos't people dont know?
1	Why do so many people ask questions on Quora.com when they could easily find the answers themselves online?	What will the Trump presidency mean for us and the world?	Why do people ask basic questions instead of searching them?	"Why are hashtags such as ""killallmen"" allowed on Twitter when ""killallwomen"" would not be?"	What are amino acids composed of?	How can I turn on Find My iPhone if I don't have my phone?
1	What is the age when a person should ideally retire?	Will iPhone 5s receive iOS 10 upgrade?	What do you think is the best age to retire?	How can I buy a new car without being ripped off from dealers?	What causes pain at the side of the ribs?	How can you be fit?
0	How safe are the neighborhoods of Boston?	How safe is Boston?	What is ridge regression?	Is there a plot-hole in Harry Potter and the cursed child?	How is antiferromagnetism related to superconductivity?	What movies are the most entertaining ones of all time?
2	What is the best book for learning Java?	How are circulatory system tissues formed?	How can you lose weight really quick?	What would be the best book to begin with for Java?	Which are the most inspiring autobiographies?	What was the strangest thing you found cleaning out your parents’ house after they died?
1	What's the difference between cd and DVD?	Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Geneva?	What is difference between CD and DVD?	How do I make my ass bigger for my boyfriend?	Although light beam bouncing between two plates inside a clock is often used to explain time dilation, how can other practical cases be explained?	What are the best Tinder hacks?
0	How can I lose weight effectively?	How do I lose weight from 70 to 50?	How do I study more efficiently on tough subjects?	Are vacuum fluctuations occuring because the energy in vacuum? Are these virtual particles?	What can cause a woman's period to be late?	Why do answers on Quora get collapsed?
0	How much does a MRI or CT scan of a head cost?	How much does a CT scan for the head cost?	Is there any difference between whipping cream and heavy cream?	How do I add pictures to questions on Quora?	How does CIBIL work?	Which countries are India's allies now?
3	Does masturbation causes pimples?	If I block my number and call someone but I get busy signal?	What are Unknown facts about India economy?	How is the transfer between two accounts in the same bank done?	How bad is masturbation and what are the bad effects?	"Can you translate ""et ducit mundum per luce"" from Latin to English, and explain what it means?"
4	How do I merge Informatica Code?	How do you train a kitten not to scratch?	What is the best book (in English) about the history of Japan?	Who is Grandmaster Shifu Shaurya Bharadwaj?	Who is the best investment banker to help on the sell side for a $10-$15MM software company?	How do I merge code in Informatica?
3	What should I do to earn money online?	Are Web developers also considered software developers?	Who would be a better president: Hillary Clinton or Donald Trump?	Why one shouldn’t watch movies?	I'm 18. How can I make money online?	Why doesn't Spotify work in India?
0	What are the best techniques for off-page SEO?	What are the best techniques used in Off Page SEO?	How do I get a flat belly?	How do I deposit/exchange Rs. 500/1000 notes in the Bay area (San Jose) California USA?	What is the best figure size of women?	How did yoga help you?
4	What are the best home remedies to get rid of cockroaches?	What are some ideas for stalls in college fest?	How do the holy scriptures of Hinduism compare and contrast to those of Buddhism?	What color should I paint my nails?	I am starting a gaming channel on YouTube. What is a good name for my channel?	What is the best home remedy to get rid of cockroaches?
3	What makes India different from all other countries in the world?	Which stream is better Java or AngularJS?	What are reviews for Starting Strength?	What are some of the best sales conversations?	Why is India unique? What does India have that other countries don't?	Why should we not eat eggs?
2	Why do we forget dreams so quickly?	If I have left a whats app group and not deleted that group. I want to change my number will the participants of the left group will me notified?	Can you review my blog and suggest edits?	Why do we forget our dreams so quickly?	What is the difference between a Systems Engineer and a Systems Administrator?	What is the difference between data science and data analysis?
2	If you are told that you have only 24 hours to live how you will spend it? With whom?	How do I forget someone whom I really love?	What are the job opportunities for M.tech nanotechnology student in DRDO?	If you had only 24 hours left to live, what would you do?	Which American actor or actress has appeared in the most movies?	Does Tesla Autopilot stop working when my hands aren’t on the steering wheel?
1	Why is my puppy vomiting white foam?	What or how is an IQ measured?	What should I do if my puppy throws up white foam?	Should I buy Hp Pavilion 15 AB516TX?	Which is the best SEO ‪Company‬ in ‪Delhi‬?	How can I study in USA?
2	Does Mike Wazowski blink or wink?	What does it mean when you have your menstrual cycle for two weeks?	Is Gst.gov.in website down?	Does Mike Wazowski blinks or wink?	How and where do I find startups looking for tech partners?	What would the United States look like today if George Washington had accepted the kingship of the country?
