4	Is there a reason why we should travel alone?	What is your New Years Resolution?	Which liquid roof sealant is the best cost or value for a rolled shingle flat roof that is easy to apply?	What is your opinion on PM Narendra Modi's decision to ban INR 500 and INR 1000 notes?	Can I pass a urine test for meth in 56 hrs?	What are some reasons to travel alone?
4	How do you start a private equity firm?	How different would the world be if there were no Great Britain?	If masturbation is good for health explain?	How do you perform a chemical test to identify water?	What are the biggest misconceptions about atheism?	How do I start a successful private equity firm?
2	How was Chinese and Japanese look before the nuclear attack?	How can I make TOR faster?	What is it like to be an electrical engineer?	How was Chinese and Japanese look like before the nuclear attack?	How do I jailbreak iOS 9.3.4?	What mean by alkali?
4	How can you make money with Instagram?	What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?	What is the ` (the character under the tilde) called and how can it be used in PHP programing?	Is it normal that as a trans woman, I hate being called a trans woman?	Does Hillary Clinton really want to start a war with Russia?	How do people make money from Instagram?
2	How do I post a question in quora?	Does it make sense to buy a rental car?	What does KIK mean in internet slang?	How can I ask my question on Quora?	A guy tried to approach me. I ignored him considering him as a creep but I realized him to be genuine a few months later, and now l think it's too late. What can I do?	When is 5G coming to India?
2	How can I continue to improve my English?	What is your review of University of Tampa?	What Sims 4 expansion packs are best?	How can I improve fluency in English?	What are the types of non-linearity in finite element analysis?	Why is the USA's economy better than other countries?
4	Why making a Time Machine is Impossible?	A and B can finish a work together in 12 days, and B and C together in 16 days. If A alone works for 5 days and then B alone continues for 7 days, then remaining work is done by C in 13 days. In how many days can C alone finish the complete work?	What song plays over the end credits to the 2002 movie Cypher?	Where is PIP?	Is tickling POWs acceptable according to the laws of war?	Can the idea of time machine be ever achieved in real?
0	Do you believe in ghosts? And why?	Do you believe in ghosts, Why?	What are the best motivational books for teenagers?	What are the data sources of LinkedIn big data architecture?	What are some Korean social network sites? How do they differ between each other?	Which place do you suggest to go for a date, Pondicherry or Goa?
2	I'm 27, is it too late for me to go to medical school?	How do foreigners think of China?	At the end of the day, what matters the most?	How old is too old to start medical school?	Which is the best coaching institute for UGC-NET preparation in Delhi?	Why is [math]c[/math] the speed limit of the universe. It seems so arbitrary. Is there a reason for this?
2	How can I upgrade my English Writing skills?	How was SSC CGL Tier 2 exam?	Why does light have a dual nature?	How can I improve my English vocabulary and writing skills?	Which is better for Masters in Computer science csu (California state university) San Bernardino or Dominguez hills or Channel Islands?	How do I write the first email to a professor that may accept me as his graduate student?
3	What does Hillary Clinton think of high-skill immigration?	Why do you want to leave your company?	What are the skills required to get a job in companies like TI,Qualcom in analog VLSI domain?	Is Donald Trump a closet Libertarian or Democrat?	What is Hillary Clinton’s stance on high skilled immigration?	Where can I watch suits season 5 for free?
4	You are president of the United States. What will you do in the 4 or 8 years of your presidency?	What's classy if you’re rich, but trashy if you're poor?	Where does our desire for freedom come from?	How can I get a rank in CA CPT?	Which laptop should I buy, Dell or HP?	What would you do if you are elected President of United States?
3	What are some amazing facts about Vladimir Putin?	Is watching too much porn bad for my health?	In merchandising how would you promote your product to customers?	How do I achieve in life?	What are some of the interesting facts about Vladimir Putin?	How do I retrieve old snapchat messages?
1	How can I upload my profile picture in Quora?	Are there coding bootcamps that offer scholarships to minorities?	How can I upload profile picture on Quora?	What are some of the worst prisons in the world? Both in the US and abroad?	How do I run shell scripts on Windows?	How electronics and instrumentation engineering is related to robotics?
4	Why is my period four days late?	What are some best dialogues in GVM movies?	How do you teach table manners to a one-year-old?	Should people over 93 not be allowed to vote?	What are some ways to send an email to yourself?	What could cause your period to be 14 days late other than pregnancy?
4	Are/were mermaids/mermen real?	Can you see who viewed your Instagram?	How can I make this connection in a circuit?	Can anyone solve the equation [math]x^{4}=x+1[/math]?	What are some functions of human cell membranes?	Are maremaids real?
3	What is the best Alabama SEO Company?	How do I start my preparation for the UPSC exam?	What are some chords to do for money?	How can I find true friends?	Which company is the best SEO in Alabama?	What will happen if India and Pakistan gets into war and who will win?
3	Why has Quora banned my real name account as fake?	How to get a job after 4 years of career break?	My computer will boot but won't load the homescreen. It only shows a black screen with only the mouse visible. What is the problem?	"Is there an Android app wherein two people can use a pin and make a deal sort of thing with tick check boxes? Like an ""I owe you one"" kinda thing?"	Why does Quora believe my name is fake?	What according to you, is the meaning of life?
0	What is the best way to encourage 4-5 year olds to play chess?	What is the best way to teach my 4-5 year old to play chess?	How do people think of having sex before marriage?	How did you quit masturbating?	Why didn’t we nuke China in the Korean War?	What is importance of studies class 11 in jee?
4	How can I become an investment banker in India?	Considering A, B, C are each one the side length of a triangle, how do you prove this?	What are some movies similar to The hunt (2012) and 12 angry men?	Which is best laptop to buy under 30k?	What are the different types of Bharatanatyam styles?	How do I become an investment banker in India?
1	How can I stop my hair fall?	What is the best thing that ever happened to you for being nice?	How can a teenager reduce hair fall?	Do you believe Donald Trump would be the worst president in the history of the United States of America?	Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to lake Saimaa?	I always fall for guys who are out of my league. What should I do?
4	What's the best way to learn how to sing?	Should I learn two languages at the same time?	Why do I have difficulty going from a kneeling to a standing position?	What is the difference between a per annum interest rate and an interest rate as a percentage?	Can you buy ballsyic gel/targets in Australia?	How can I learn the ability to sing?
3	Why can't we crop (or have) any picture in shapes like circle instead of rectangular frame?	What is the most used programming language in finance (and when you're a quant)?	Why does quora mark my questions as needing improvement?	Can a Bcom graduate in India who is pursuing post graduate degree in economics through IGNOU apply for an economics internship?	How can we crop a picture into a circle form?	What's it like to have induced labor?
1	Who will win war between Russia and US?	Is it a crime to use insurance money for personal use instead of fixing my vehicle?	If USA goes to war against Russia tomorrow, who would be likely to win in the end, if any?	Is it possible to increase height after 25 using LOA? Anybody here has achieved this?	So my boyfriend had a seizure 6 days ago he's fine now but his right temple hurts like a migraine, what does this mean?	Which are the top universities in germany for electrical engineering?
0	How can I stop the urge to masturbate?	How do stop doing masturation?	How IS TO get into MIT?	What's the fastest physical transformation an actor has undergone for a movie or TV role?	Do European guys like Chinese girls?	How do I raise funding for my startup?
4	Why did the US invade Iraq in 2003?	Which private medical college can I get into with 342 marks?	What are some good ideas for suspense stories?	How can I get ready for the Marines Bootcamp, Stamina wise?	How close are we to a real Iron Man suit?	What led to the US invading Iraq in 2003?
1	How do you deal with the side effects regarding ProActiv products?	How can I impress a teenage girl?	What are the side effects for using Proactiv? How are the side effects treated?	How difficult is it for an IMG (Indian) to become a surgeon in the USA?	What is the most awkward situation you have ever been in, involving a girl?	How do I turn my Laptop into a hardware KVM for my Desktop?
3	How do I find out what I truly want in my life? It fluctuates!	"What are potential usages for creating an ""artificial cell"" such as giant unilamellar vesicles?"	What is the best hilarious joke you have ever heard?	Why do the stars in the sky flicker?	How can I improve myself and figure out what should I do with my life?	What would you observe (if at all possible to) in the 4th dimension?
3	What is the issue in Baluchistan?	Does it hurt to take out a tampon for the first time?	I just want 10 channels on my tata sky. How can I do that?	What is an agent?	What exactly is the issue of Baluchistan?	What is the future of digital marketing in India?
1	Can we get a dead person back to life?	What are the most popular goods exported from India to Dubai?	Can a dead person be brought back to life?	What is the best website of government jobs in India?	What is the key of success?	What is the best song ever to make a girl listen and fall for you immediately?
3	What do you hate on Quora?	What is Tinder?	How can I transfer files from my phone to PC without using a USB cable?	How is fordham finance program?(MSGF)	What is the one thing you hate about Quora?	How do I geolocate with a sim card?
0	How do I buy a bitcoin?	How do I buy Bitcoins?	Why do evolutionists lock questions asking for a way to falsify the theory of evolution?	Did the Cold War start before the II World War?	What are the best jokes out there?	What is a good (free) API for getting the current price of gold?
3	Who is Joy naron?	What is the difference between interest rate and discount rate in banking?	How should one start learning Python programming for electronics applications?	Who are the hottest pornstars of all time?	Joy naron stargazer?	Is it wrong for me, a 16 year old guy, to date a 14 year old girl if her parents are okay with it but my parents aren't?
2	Can a boy join the Indian armed forces after a BSc degree?	How can i connect with like minded Business enthusiasts who are willing to collaborate globally?	How can I study linguistics?	How to Join Indian Army,After Engineering?	How can I lose 28 pounds in 3 weeks in a safe way?	What are some of the evidences which proove that aliens do exist?
3	Have you ever encountered any supernatural phenomenon in your life?	Which is better, mechanical engineering or computer science?	Could California sink into the ocean after a huge earth quake?	How do I file for bankruptcy?	Have you ever faced any supernatural moment in your life?	What is best way to make money online?
3	Why do our voices sound different when we hear ourselves on a recording?	Is now the time to do a first strike on North Korea?	How do I find ackerman angle?	Which is the best book for preparation for CDS?	Why does my voice sound different when recorded?	Are comic books a dying medium?
1	Does Jane Austen favor education over nature as formative of a person's character in Pride and Prejudice? Why?	How can I forget someone whom I loved so deeply?	In Pride and Prejudice, are the Jane Austen privileges education over nature as the formative of a person's character?	How do I find out who login on my Gmail account?	Sex Tourism: Which city/country is the best legal bang for the buck?	What are the best Archer episodes?
0	Where can I watch free streaming movies online?	Where can I watch movies online for free?	My parents won't let me wear makeup until I'm 18, what should I do?	How do you get more views on your questions on Quora?	What can I major in after B.A Poli sci? Need not be in the politics field only.I'm interested in photography.	What are some good projects where a novice can make open source contribution?
0	What can hamsters eat besides hamster food?	Can hamsters eat peanuts? Are they harmful for them in any way?	What is your most memorable moment at your company?	Exact salary Structure for Senior software engineer at Morgan Stanley?	What is the heritability of autism?	Why are men attracted to women only?
1	What is the best way to give presentation?	Why do we get our brightest ideas in the shower?	How can I give a wonderful presentation?	How can I be successful in my life?	What individuals and events in history are a source of pride for São Tomé and Príncipe?	Could the following bike gear design be adequate for smoother gear shifting and less shear stress on chain?
2	How do you get rid of little red bugs in bed?	How much money do YouTubers make with 1 million views and above 10,000 subscribers? How much tax do they have to pay?	Do tall guys ever date short girls?	How can I get rid of bed bugs?	Is watching too much porn bad for my health?	How do a setup a home recording studio?
4	What's the most effective way to ask a question on Quora?	How do I add question details digitally on Quora?	What amount can we can survive on in Delhi?	How does barium react with water?	How do you get a free PSN generator with no surveys?	How do I ask a question on Quora properly?
4	What is the best way to lose weight and not gain it back?	If some girl dares me to ask her anything, what should I ask her without sounding like pervert?	What is the best place to visit in Kerala in June?	In what way is Darija (Moroccan Arabic) unique among various Arabic dialects?	Why is my Yorkie/Corgi mix afraid of cats?	How do I lose weight without quitting?
0	What is capital reduction?	What is capital reduction account?	Is downloading from torrent sites illegal in the USA? What happens if in case we downloaded one?	Closed captions on CNN are badly garbled and unreadable and have been that way for hours. Why can't CNN fix that in a timely manner?	Is time travel already possible on Earth?	USMLE or Indian PG exam?
1	Did anyone get called after the Google APAC 2017 University Test Round A held on 10th July, 2016?	I love science, but I hate maths. Is that bad?	Has anyone got an interview invite for Google APAC 2017 round 1?	What are the alcoholic beverages that are popular in India?	I completed my BE.During which I founded a successful IT service startupNow I want to work.due to my low academic I'm not getting any opportunities?	How can I increase traffic to my websites by Facebook?
3	What is the nicest thing that anyone has done for you?	How do I establish a cordial relationship with SIL?	How you can believe in history?	In what ways are current China (with one party) different/similar from ancient China (when emperors rule)?	What is the nicest thing anyone has ever done for you?	What is the minimum mass required to create a black hole?
2	What's the best Final Fantasy game?	How can a boy introduce himself to the judges at the freshier party?	What are easy ways to lose 500 calories a day?	What are the best Final Fantasy games?	How do I unreport a question on Quora?	"Which is correct, ""five hundred dollars"" or ""five hundred dollar""?"
0	How good is electrical engineering as optional for Civil Services Mains?	Is electrical engineering a good optional for Civil Services Mains?	What is the best site for downloading e-books?	Why did Buddhism spread in East Asia and not in its native land India?	Where can I get custom lanyard design in Melbourne?	What makes you happy about India?
2	Are the zeroes of the Riemann zeta function simple?	Why is it that if we trust someone blindly, they make us blind one day?	What should I do if I forgot my iCloud password?	Are all nontrivial zeros of the Riemann zeta function simple?	Could Donald Trump be a plant?	How can I really believe in Jesus?
1	After two years of Barch experience I am confused if I should directly take up masters (and leave my job) or do a correspondance?	What are some mind blowing Scooters gadgets that most people don't know?	After two years of Barch experience I am confused if I should directly take up masters (and leave my job) or do a correspondence degree?	What is the difference between the neo-classical and the Keynesian approach?	"What is the meaning of ""vital force theory"" in organic chemistry?"	Can we write viruses using C#?
2	Why is the USA's economy better than other countries?	Do you regret your marriage, and why?	What is the possibility of war between India and Pakistan after surgical operation?	Why is the USA richer than all other countries? How is that the US economy is better compared to others?	Do raw materials like coal and iron travel by train-only on land, or do they use trucks and planes too, like Amazon, Ebay, and Jet use?	Why did Sanskrit fail to become a suitable language for computers?
3	What are the pros and cons in the various sectors of the Indian economy by banning Indian Rupees of 500 and 1000 notes? What lead to this short notice by PM Narendra Modi?	On Facebook, how can I see who my followers are?	What is the best birthday gift for celebrities?	What do dogs dream about?	What is the main reason for discontinuing 500 and 1000 Rupees Note in India? What are the pros and cons of it?	Why are you, you? If not yourself, who would you be?
0	How does cannabis affect cancer?	Can cannabis oil cure cancer?	Who will be USA next president, Trump or Clinton?	What real changes have you felt in your lives (not via media reports), ever since the Modi government came to power?	Which are the best upcoming startups in India?	Which iPhone should I buy between iPhone 6 and 6S?
3	What are the best online or offline dictionary for chines people to learn English?	How is Randeep Hooda as a person in personal life?	How should one ask for an internship?	If there are no invading forces at our borders, how can we justify our $670 billion military expenses?	Is there any good online or offline dictionary for chines people to learn English?	Can anyone suggest me the best laptop under 35 k in India?
4	Why do we like life hacks so much?	Can meditation reduce the amount of sleep we need?	What does OR staff do when they have pain during surgery?	As many young people are addicted to their smartphone, taking their phone from them is not realistic. What should parents do? Let it go?	What is the best interview question?	Why are life hacks so popular?
2	Is onion juice mixed shampoo good for hAir growth?	"How good is ""it really works vitamins"" for dense and thick hair?"	Is reincarnation possible?	Is onion juice helpful for hair growth?	Why are Android versions always named after sweet items?	What does conversant do?
2	What is the funniest joke you ever heard?	Why do some people think that the Earth is flat when it is very clear that it is not?	How do I find someone on social media sites by email address?	Tell a joke that the funniest you have heard?	Does TypeScript support the ECMA script in AngularJS 2?	What is the English word for फ़जेती?
0	Which business is good start up in Hyderabad?	Which business is better to start in Hyderabad?	What is the poorest country in Asia, and how does its health system compare to the poorest country in Africa?	Is it true that every Rs. 2000 currency note is embedded with a *NGC (Nano GPS Chip). And what if this is true?	Ukrainian citizens, what is going over there? Our news says nothing about you.?	Is there a package in Python that can check if a string of letters is a word?
0	What do we have to do in life?	What do we have to do in our life?	Who does GST bill impact our life?	Why is religion bad?	Does time stop ever?	How can I build a new religion?
0	Is it difficult to jailbreak iOS 7?	Can you jailbreak iOS 7?	How can I be a good software engineer?	What can you learn from MS Dhoni?	How do you feel of being an Indian?	What are the different ways of digital marketing?
4	How do I tighten my loose vagina?	Where can I download free JEE book in pdf format?	How can I get 2 years time period of internships?	Consider the experiment of flipping three fair coins. Can P(HHH) =1.1?	How was education during the Japanese occupation like in Singapore?	What's the best way to tighten loose vagina?
2	How does sex for the first time feel like?	Why does the UK have an unwritten Constitution?	Where can I find free books?	How does having sex feel for the first time?	Is Singapore its own country?	Why is medical treatment costly in India?
0	Is it possible to run out of new music?	Will we ever run out of new music?	I have an unopened bottle of vodka in the freezer which lost volume. Did it leak or evaporate?	Could Trump win?	Why is Saltwater Taffy candy imported in Hong Kong?	Is developphp.com the best site for learning web designing?
4	Why do people ask questions on Quora that are easily answerable via a quick internet search?	What is my purpose in life? Why is there life on Earth?	Will people vote for Hillary Clinton because she is a woman?	"What is the origin of the phrase ""olly olly oxen free""?"	What are good ways to overcome dyslexia?	Why do so many people ask google-able questions on Quora?
1	What are the advantages of a wireless laptop adapter?	How do I get glowing healthy skin?	What are the advantages and disadvantages of using a wireless network adapter?	What is the hardest natural stone?	I am planning to go for ISO Auditor course and I am quite confused where to start from, Shall i start from Lead Implementer or Lead Auditor directly?	When was crystal sugar (one used regularly now) introduced in India?
2	How can you order Herbalife online?	Do irregular menstrual periods or age affect female fertility?	How can I get rid of a bad habbit?	Where is the best place to buy Herbalife products online?	Why isn't 0^0=1?	Can I change my university after going to Canada on student visa?
1	What do girls wish that guys knew?	Why do you lose weight in your face first?	What do women wish men knew?	What are your views on the Brexit?	Why do we have lips?	What are some great chemistry jokes?
2	Is Singapore its own country?	Why is there a white line on my gums?	Who created the Apple TV 4 screen savers?	Is Singapore a country?	Should I join the Marines? If so, why?	What are some of the best Hindi dubbed South Indian movies?
4	What is the best digital marketing course online for a beginner?	How come Hitler kept escaping all assassination attempts?	Is NoSQL faster than SQL?	Who are some lesser known important historical figures of Kenya and what should people know about them?	In what ratio does a child inherit their father's and mother's genetic traits?	What are the best online short courses in digital marketing?
3	Anybody willing to do online group study for cfa level 1 exam 2015? Let me know	Why do some people on QUORA ask questions that they can easily findout on Google?	How much money does the average Starbucks take in per day?	Why is Saltwater taffy candy imported in Switzerland?	How can I join Whatsapp group of CFA level 1 aspirants?	What are the best business ideas in India to start with Rs.5 lakh?
0	Where can adderalls be found in India, without prescription and without ADHD?	Can you get Adderall without a prescription in India?	What is the song in the link below?	How do you get over writer’s block?	Why is silver not considered a compound?	What are the best was to lose weight?
1	What has been your best sexual experience?	What is the most disgusting thing that happened to you?	What was the best sexual experience you've ever had?	Where are the best places to nap on Stanford's campus?	Is the musical 'Hamilton' overrated?	What are some of the ways to keep secrets?
2	What's the difference between the centre of gravity and the centre of mass?	How did the Big Bang actually happen?	Can you put the in fabric softener together with the detergent in the washing machine? What happens if you do?	What is the difference between centre of mass and center of gravity?	Do Asian parents view having children as a way to move up the socioeconomic ladder?	Are fleshlights any good?
3	What is a good first programming language to learn?	Should a car battery be removed if it's going to be parked for a month or more?	What universities does Catalent recruit new grads from? What majors are they looking for?	Sedimentology: How do tidal depositional environments show up on the sedimentary layer of a sedimentary rock?	What is the best programming language for learning programming from scratch?	Can my boyfriend and I be tourists in Singapore (or even live there) despite the fact that we are both male?
3	What does surgical strike means?	How can I get an online job as a programmer?	After being socially isolated for years, how can I start making friends at age 27?	If humans evolved from apes, why are there still apes?	What do you mean by surgical strike?	What's Stephen King's writing style?
2	Which topics on Quora are the most popular and have the most followers?	Do you think I will ever get a girlfriend or attract any women? Im a 20 year old virgin and I might end up single for life because I been call ugly?	How was SSC CGL Tier 2 exam?	What are the 50 topics with the most followers on Quora?	What are some of the biggest problems in Philippine public education?	Why do some materials melt while others burn?
0	How can I become a successful software engineer?	What do I truly need to learn and do to become a successful software engineer?	Will every student from iim will get a good salary job?	Which is a suitable inpatient drug and alcohol rehab center in Mchenry County IL?	How can I get rid of itchy welts on my arms and legs?	Which city would you like to live in China?
4	"What is the true definition of ""introvert""?"	How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M606x?	How do you get out of boredom?	How can I get out from addiction?	What is it like to work at Imgur?	What is your definition of an introvert?
1	Is green tea effective for fat loss?	What are the expectations of parents from their children?	Does green tea really burn fat in body and help us to maintain good health?	How do I read someone's WhatsApp messages without any access to their mobile phone?	What Is the meaning of 210 MW unit of a power plant? In other words what does it means of 210 or 250 or 600 MW power plant?	Why does power factor increases when capacitor is introduced?
1	How can I stop watching porn videos?	I used a fake email and phone number for Snapchat and I forgot my password how can I get it back?	What should I do to stop watching porn completely?	Why are men attracted to women only?	What are some of the most accurate documentaries/movies on the Indian Independence struggle?	Do you belive in god?
4	Is platinum highly reactive?	Why do people watch Jerry springer? When is the best nip slips??!!!	How many times has LeBron James been to the NBA finals?	Can you evaluate B lines of a newly discovered magnetic function?	How can I get rid of a bad habbit?	Is platinum metal very reactive?
0	Are electrons made from quarks?	Are electrons made of quarks, what are they made of?	How should I know my purpose of life?	How can you prove that √7 is irrational?	What is the best passive investment strategy?	Is premium silver colour in Maruti baleno a great choice?
3	What does surgical strike mean?	Is it really true that Oreo biscuits have drugs or drug effects equivalent of cocaine?	Can one produce music while a student with an F-1 (student) visa?	Which is the best bank for a student in Nepal?	What is the meaning of surgical strike?	Can you see deleted Instagram posts?
0	What would be your New Year resolutions for 2017?	What are your New Years resolutions for 2017?	What are the best weight loss foods?	Is Northern Michigan University hard to get into?	What are the best engineering and medical entrance coaching centers in Kerala?	Can you suggest some good new year resolution's that anyone can implement for 2017 ?
0	How will releasing new 500 and 2000 rupee notes help in eradicating black money?	Why is the Indian government producing 2000 rupee note as it can be easily used for black money?	Are salted pumpkin seeds good for you?	How many cups of coffee a day can a person drink?	What does the French 'Mon Amour' mean in English?	How many hours you work in your job?
3	What is the meaning of imperialism?	Is immortality possible for human being?	How is Samsung Galaxy S7 compared to iPhone 6s Plus?	How does addiction work?	What is the definition of imperialism?	How much refund is given in the event of a cancellation of a RAC ticket after its chart has already been prepared?
2	What did you regret after graduating from college?	Are there people with real-life superpowers?	What is my weakness?	Is there somehting you regret after graduating from college?	How can I become more self-diciplined?	I have been allotted into Contact center project using VoiceXml.what is the scope of this technology?
0	What is the best food in the world?	What is the best food on earth?	How should I spend a 3 day trip to Goa?	What types of jobs can i get after doing MS in engineering management from top US universities and how much can i earn?	My partner started smoking again, behind my back. Why do I feel cheated on?	What universities does Triangle Petroleum recruit new grads from? What majors are they looking for?
1	Why doesn't anyone here answer my questions?	How many volts equal 1 kilowatt?	Why is no one giving me an answer to my questions?	What is a breezer?	How do I make ice cream at home?	What is the best browser for Mac OSX 10.6.8 now that Google are no longer going to support it?
3	What is the scariest paranormal experience you've ever had?	After 4 dates, he texts sporadically, has no urgency to see me + keeps changing his online profile pic/info. Is it safe to say he's not that into me?	How do I deal with a boss who plays favorites and does not acknowledge hard work of others who are not his/her favorite's?	What is the logic behind how Facebook Messenger lists out active friends?	What is the scariest paranormal experience you have ever had?	Does cannabis oil cure cancer? Or are the sellers hoaxing?
4	How do I deal with culture shock?	How close are we to time travel?	Should one invest if the IRR is less than 10%?	Tax analyast e and y?	What will happen if Donald Trump wins?	How can you overcome the depression, homesickness and anxiety of culture shock?
1	What is your earliest childhood memory?	The great scientist pleAse eradicate mosquitos I'm fed up enough is enough?	What is your earliest childhood memory that you can recall?	How do people who suddenly become rich handle friends and family who borrow/ask for money?	What are the most interesting products and innovations that Collectors Universe is coming out with in 2016?	What are the differences among gulfs, bays, harbors, and coves?
0	What are the best ways to solve a Rubik's Cube?	What's the trick to a Rubik's Cube?	Why sound cannot travel through vacuum?	Why do I get easily tired after random bursts of motivation or excitement for doing something that I like that requires work?	What and how do I prepare for the NTSE exam?	What Brand of Inverter Split units are marketed in the Caribbean and which are the leading brands by consumer preference?
0	What should I do to improve my English ?	How can I improve my communication skill and English proficiency?	Why are two bronze medals given  in Olympics boxing competition?	What are some best movies of all time?	Does a bullet train have wheels?	Can I install a custom Marshmallow ROM on my Gionee Pioneer P2S?
4	Is there a tutorial on how to use Quora?	What are the safety precautions on handling shotguns proposed by the NRA in Massachisetts?	What is the most daring thing you have done in your life?	Which U.S. Presidents only served one term?	Why isn't the media pursuing the rape allegations made against Donald Trump?	How do I start using Quora?
3	What are the easy ways to earn money online?	Why are we so obsessed with looking beautiful externally?	What is the best IDE for Centos?	What are the main differences between Messi and Cristiano Ronaldo?	What is the easy way to make money online?	Can I play wynk music files in another player?
1	How do people earn money from YouTube?	Where can I watch Dragon Ball Z episodes english dubbed?	How can I make money on YouTube?	Does Balaji Viswanathan personally know Satya Nadella?	What is social condition? What are some examples?	What universities have master's programs in applied psychology (clinical/counseling psychology) in Germany?
1	What are the best ways to improve my English because I'm not good in English?	What is the reason behind human existence on earth?	How do I improve my pronunciation in English?	Does Tom like Jerry?	What are the best Nespresso capsule flavors?	How are similes and metaphors used?
0	How can I see who viewed my Instagram video?	Why can't I see views on my Instagram videos?	What is your motivation in your daily life?	What are the best healthy snack ideas?	He keeps turning to look at me. If a guy does this, does that mean he's interested in you?	What is the most boring job of all time?
1	What does a civil engineer do?	Is it bad to do aerobic exercise everyday?	How does civil engineering work?	What are some of the experiences of a girl who approaches a boy for the first time?	What are the best acne home treatment?	What are some good hacks for formatting the Table of Contents in a Google Doc?
3	Do you think time travel is possible?	What is the corporate culture like at AEP Industries? How is the culture different than other companies?	What are the causes for the Coriolis effect?	What is convexity?	Is it possible to travel time with real life?	How do I stop feeling guilty after a love confession & repair a friendship?
2	What is the US presidential election process?	Up to what rank in GATE ECE can we expect a call from BARC for an interview?	What are the pros and cons of merger and acquisition?	What is the method of presidential election in USA?	Is it possible to stop masturbating?	How many time can one attempt for JEE Main in one year?
3	How can I stop masturbation?	What hotel in Srinagar Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	What are the most visited websites in Iran?	How can we earn money through online?	How do I stop masturbation and forget women?	Why were US carriers absent from Pearl Harbor on December 7, 1941, yet all the older, slower battleships were still there?
